,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Attrition_Flag
3013,3,3,2,2451,0.637,7242,95,0.508,0.258,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3014,6,3,2,0,0.689,2314,43,0.433,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3015,4,1,2,0,0.759,3593,64,1.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3016,6,1,3,1494,0.765,4784,69,0.605,0.693,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3017,3,2,2,2517,0.842,2935,58,0.933,0.69,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3018,3,3,3,0,0.866,7991,90,1.093,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3019,2,3,2,0,0.999,4724,60,0.395,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3020,4,3,1,0,0.858,732,21,0.615,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3021,2,3,3,1973,0.705,7345,98,0.463,0.123,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
3022,6,2,2,1264,0.562,1259,33,0.5,0.43,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3023,2,3,3,0,1.054,5524,67,0.718,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3024,6,3,3,479,0.838,2349,42,0.312,0.283,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3025,3,3,1,1423,1.642,1461,42,0.75,0.087,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3026,2,3,1,1520,0.724,15028,124,0.746,0.147,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
3027,4,3,2,694,0.558,1254,34,0.478,0.048,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3028,4,3,3,2324,0.423,1557,49,0.4,0.432,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3029,2,3,2,0,0.87,2567,43,0.593,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3030,6,3,0,1829,0.649,1562,44,0.913,0.318,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3031,4,4,1,1970,0.371,1032,26,0.368,0.386,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3032,3,3,0,0,0.883,1226,34,0.789,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3033,3,3,4,1034,0.505,2950,64,0.684,0.073,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3034,3,3,3,2149,0.669,1200,28,0.647,0.865,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3035,6,3,2,1639,0.986,3046,56,1.154,0.522,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3036,6,3,3,0,0.623,2397,46,0.484,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3037,2,1,2,0,0.74,2467,35,0.346,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3038,3,1,3,0,0.824,1388,41,0.464,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3039,4,1,3,2242,0.816,1142,28,1.0,0.447,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3040,6,2,2,1330,1.072,837,15,2.0,0.053,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3041,4,2,3,0,1.337,1449,27,1.455,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3042,5,2,4,1848,0.614,1968,64,0.524,0.659,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3043,3,2,6,0,0.466,1844,41,0.64,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3044,3,3,2,1665,0.675,1191,40,0.481,0.139,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3045,3,1,2,1206,0.69,1844,49,0.75,0.226,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3046,3,4,3,926,0.262,563,15,0.364,0.08,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
3047,3,3,3,725,0.704,2397,35,0.296,0.257,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3048,1,3,3,633,0.358,1954,46,0.394,0.026,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3049,5,2,3,0,0.721,1780,44,0.76,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3050,5,3,4,1528,0.728,2137,52,0.486,0.112,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
3051,4,3,4,0,0.526,1457,43,0.387,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3052,5,2,5,0,0.425,1539,40,0.6,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3053,3,2,4,588,0.856,1351,30,1.5,0.126,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3054,3,1,1,0,0.74,1387,36,0.333,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3055,1,2,3,2314,0.84,8778,85,0.604,0.336,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3056,4,2,2,1665,0.627,2337,61,0.564,0.476,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3057,1,3,3,0,0.621,1887,36,0.333,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3058,1,2,2,747,0.621,5152,90,0.765,0.21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3059,6,2,3,1472,1.027,2467,54,0.8,0.526,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3060,4,3,2,2230,0.686,1755,42,0.448,0.868,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3061,3,3,4,0,0.747,2186,50,0.562,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3062,5,1,3,738,0.782,1226,33,0.571,0.513,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3063,6,5,2,876,0.693,4815,62,0.676,0.609,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3064,2,3,3,0,0.638,5047,79,0.837,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3065,4,1,2,0,0.472,2005,47,0.469,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
3066,3,3,2,0,0.5882933788060938,2173,39,0.40647651239907556,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3067,6,1,2,1202,0.603,1353,33,0.737,0.035,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3068,6,3,2,1847,0.943,7031,67,0.811,0.119,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3069,3,1,3,1473,0.597,1803,49,1.13,0.431,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3070,5,2,2,0,0.685,6059,71,0.821,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3071,2,3,2,545,0.8764821747347754,981,18,0.18028855140168207,0.2218585398510422,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3072,2,2,1,0,0.856,2660,41,0.323,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
3073,3,3,3,2517,0.813,2567,70,0.795,0.117,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
3074,4,2,3,860,0.304,1618,34,0.097,0.274,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3075,3,2,1,2248,1.791,1387,18,0.8,0.39,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3076,3,3,4,0,0.703,1616,43,0.654,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3077,5,2,4,453,0.4793898755063895,1805,44,0.5188155763398494,0.2819720402535745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3078,2,2,2,0,0.962,9202,80,0.86,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3079,3,4,6,1091,0.904,2508,49,0.885,0.125,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3080,4,2,4,2029,0.768,1874,38,0.52,0.445,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3081,4,1,4,1305,0.542,2205,43,0.265,0.207,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3082,3,3,2,1677,1.027,2735,58,1.071,0.735,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3083,4,1,2,948,0.843,2914,67,0.763,0.092,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
3084,4,2,4,2310,0.749,1599,47,0.808,0.695,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3085,3,3,3,1930,0.987,781,15,0.364,0.825,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3086,5,3,2,1146,1.8,2279,33,1.357,0.132,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3087,6,1,4,1867,0.6,1219,35,1.333,0.758,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3088,2,2,2,2517,0.796,8780,86,0.654,0.094,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
3089,1,3,2,0,0.504,1704,34,0.478,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
3090,4,3,2,2517,0.821,996,26,0.444,0.867,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3091,1,3,4,0,0.631,2066,46,0.769,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3092,1,3,2,1117,0.842,9523,105,0.694,0.128,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3093,1,4,4,568,0.52,2053,49,0.485,0.057,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
3094,4,2,4,2016,0.506,1440,37,0.423,0.062,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3095,3,2,2,1385,1.515,2440,48,0.846,0.6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3096,4,2,1,2072,0.983,2320,51,0.594,0.179,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3097,6,2,2,1747,0.924,5216,87,0.891,0.878,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3098,2,2,2,0,0.5485063218761969,2061,39,0.4808997904620027,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3099,4,3,2,2042,0.752,4624,75,0.705,0.626,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
3100,1,3,6,0,0.839,7957,60,0.875,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
3101,2,3,3,0,0.995,9212,71,0.821,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3102,2,3,1,1388,0.743,7209,91,0.596,0.054,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3103,1,3,2,0,0.997,4754,60,0.463,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3104,3,2,2,2138,0.742,7768,83,0.729,0.94,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3105,2,2,1,1504,0.725,13280,106,0.656,0.074,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3106,6,2,3,1927,2.675,1731,32,3.571,0.134,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3107,3,2,2,0,0.66,1361,34,0.308,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
3108,3,1,4,0,0.663,2323,47,0.469,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3109,3,3,2,1285,0.608,1815,47,0.621,0.334,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3110,1,3,2,0,0.814,7926,83,0.537,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3111,4,2,2,0,0.6189139317926954,2300,42,0.38112650384840707,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3112,3,3,3,0,0.952,2709,51,0.645,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3113,6,3,3,1310,1.276,1816,30,1.143,0.233,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3114,4,3,2,794,0.649,2510,32,0.231,0.032,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3115,6,3,2,2258,1.058,4119,81,0.884,0.746,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3116,5,2,1,1386,0.5,3709,77,0.604,0.218,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3117,5,3,2,1446,0.686,1706,27,0.227,0.522,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3118,2,1,3,2517,0.71,14354,101,0.629,0.628,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3119,3,2,2,2508,0.476,1469,29,0.812,0.212,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3120,2,3,2,1744,0.347,1455,34,0.214,0.155,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3121,5,2,3,1570,1.077,1130,28,1.333,0.512,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3122,6,3,2,1843,0.625,2614,79,0.646,0.562,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3123,4,2,4,0,0.482,2241,36,0.8,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3124,3,1,4,1435,0.62,1920,34,0.619,0.475,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3125,4,3,3,1814,0.472,1390,30,0.25,0.247,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3126,5,3,4,2517,0.507,1855,39,0.773,0.783,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3127,5,3,2,0,0.882,2430,48,0.548,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3128,6,2,3,0,0.733,967,24,1.182,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
3129,2,2,3,2517,0.815,2463,38,0.407,0.649,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3130,2,5,2,0,0.733,2607,37,0.609,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
3131,6,2,2,0,0.691,1733,54,0.636,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
3132,6,3,4,1207,0.44,1590,33,0.32,0.467,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3133,3,3,2,747,0.491,948,24,0.714,0.519,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3134,4,3,3,2201,0.978,8614,63,0.75,0.064,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3135,4,3,3,1001,0.786,975,11,0.833,0.145,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3136,3,3,3,0,0.537,2411,41,0.281,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3137,3,3,2,1646,0.456,1523,30,0.579,0.535,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3138,4,2,4,2517,0.376,1789,48,0.455,0.073,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3139,4,2,2,0,0.789,1419,30,0.667,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
3140,4,2,2,1267,1.102,3078,58,0.611,0.293,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3141,2,2,3,0,1.2292993301186146,9894,67,0.7285404112014209,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3142,1,3,2,0,0.671,1830,36,0.241,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3143,6,3,5,1608,1.243,2712,64,0.778,0.307,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3144,4,1,3,2517,0.545,1636,39,0.56,0.351,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3145,6,3,2,1655,0.431,1266,34,0.308,0.081,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3146,4,3,3,0,1.061,5468,71,0.775,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3147,6,6,2,1046,0.826,1758,40,0.739,0.122,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3148,2,1,3,2018,0.684,7561,91,0.685,0.259,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3149,5,1,2,1437,0.79,4511,82,0.822,0.451,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3150,2,1,1,1464,0.689,7690,87,0.673,0.042,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
3151,2,3,2,920,0.544,2179,50,1.273,0.195,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3152,3,1,3,1232,0.731,14740,102,0.759,0.266,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3153,1,0,4,0,0.803,2423,39,0.857,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3154,5,3,2,925,0.766,2342,51,1.318,0.07,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3155,3,2,2,0,0.637,4591,85,0.771,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3156,2,2,3,2517,0.781,7998,82,0.608,0.211,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3157,4,3,6,275,0.69,2219,49,0.531,0.169,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3158,6,3,4,0,0.946,2539,42,0.5,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3159,4,2,4,1789,0.807,1825,31,0.348,0.597,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3160,6,1,3,1627,0.747,1230,36,0.565,0.706,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3161,1,2,1,2073,0.8,9277,92,0.769,0.322,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3162,2,3,2,534,0.8017096031418417,733,13,0.20051666613887872,0.35252130301196855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3163,3,3,4,1465,0.558,1757,48,0.548,0.857,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3164,4,3,3,2517,1.052,5290,69,0.816,0.276,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3165,6,2,0,2517,0.501,1510,42,0.75,0.183,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3166,6,3,2,1173,0.607,3769,77,0.54,0.188,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3167,3,4,2,0,0.479,1695,38,0.31,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3168,1,2,4,323,0.5783896342850475,2245,39,0.29314561782884696,0.10061036571495241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3169,3,3,0,2376,1.252,1277,23,1.875,0.785,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3170,3,3,1,1604,0.607,4663,78,0.814,0.341,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3171,4,1,3,1726,0.867,1729,52,0.677,0.05,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
3172,3,3,3,0,0.636,2021,38,0.52,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3173,4,2,3,819,0.499,1283,37,0.542,0.039,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3174,6,1,3,2517,1.455,1915,37,1.056,0.303,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3175,5,1,5,753,0.591,1540,30,0.429,0.145,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3176,2,2,2,1861,0.794,5111,83,0.66,0.715,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3177,3,3,2,1591,1.409,2501,36,0.714,0.33,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3178,2,3,2,1612,0.696,8851,88,0.833,0.689,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3179,3,1,2,1924,0.468,3000,64,0.641,0.098,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3180,5,3,3,0,0.6981377478663389,2093,33,0.318664101521322,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3181,5,3,3,1287,0.465,1825,51,0.821,0.519,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3182,1,2,3,1710,0.745,7682,90,0.579,0.177,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3183,2,3,2,2517,0.929,10219,85,0.809,0.189,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3184,3,3,3,0,0.98,701,19,0.727,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3185,4,1,3,0,1.058,1385,50,0.515,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3186,3,3,1,0,0.551,1737,38,0.9,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3187,3,3,2,0,0.919,5001,91,0.625,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
3188,4,1,2,1985,0.796,4480,70,0.75,0.718,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
