train_idx,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
7274,F,Uneducated,Married,Unknown,Blue,6,3,1,0,0.825,4596,71,0.732,0.0,1
7275,F,Unknown,Single,Less than $40K,Blue,6,3,3,1528,0.771,4041,67,0.457,0.592,1
7276,F,Doctorate,Married,Less than $40K,Blue,6,3,2,2041,0.675,4372,68,0.659,0.653,1
7277,F,College,Single,Less than $40K,Blue,6,3,3,1083,0.621,3095,62,0.59,0.174,1
7278,F,High School,Single,Less than $40K,Blue,5,3,3,2162,0.635,2386,47,0.382,0.852,1
7279,M,High School,Unknown,$80K - $120K,Silver,1,2,3,0,0.794,9177,50,1.083,0.0,0
7280,F,Uneducated,Single,Less than $40K,Blue,3,3,3,1960,1.008,3618,76,0.583,0.262,1
7281,M,Post-Graduate,Married,$60K - $80K,Blue,6,2,2,2331,1.006,8314,67,0.763,0.522,0
7282,F,Uneducated,Married,Less than $40K,Blue,4,2,4,0,0.677,1731,40,0.739,0.0,1
7283,F,Graduate,Married,Less than $40K,Blue,6,1,3,2201,0.714,4385,78,0.66,0.524,1
7284,F,College,Married,$40K - $60K,Blue,4,4,4,2517,0.348,899,28,0.273,0.512,0
7285,M,Graduate,Divorced,$60K - $80K,Blue,3,3,3,0,0.551,2723,66,0.65,0.0,1
7286,M,Graduate,Married,$60K - $80K,Blue,6,3,3,774,0.586,4402,75,0.562,0.041,1
7287,F,College,Single,Less than $40K,Blue,3,5,3,546,0.619,2578,42,0.75,0.258,0
7288,F,High School,Single,Less than $40K,Blue,6,1,4,0,0.781,2641,40,0.6,0.0,0
7289,F,High School,Single,Unknown,Blue,3,3,4,1840,0.793,4010,69,0.5,0.141,1
7290,M,Uneducated,Single,$60K - $80K,Silver,5,3,3,1384,0.625,3807,82,0.864,0.04,1
7291,M,Graduate,Single,$120K +,Blue,5,2,2,1748,1.073,1310,26,1.0,0.336,1
7292,M,High School,Married,$60K - $80K,Blue,2,3,2,1882,0.796,4667,91,0.82,0.506,1
7293,M,Graduate,Single,$60K - $80K,Blue,3,3,2,960,0.566,5623,94,0.516,0.044,1
7294,M,College,Married,$80K - $120K,Blue,4,2,3,922,0.635,3621,83,0.886,0.057,1
7295,M,Graduate,Single,$60K - $80K,Blue,2,3,2,2513,0.0,1152,28,0.0,0.254,0
7296,M,Unknown,Married,$80K - $120K,Blue,3,3,1,1379,0.676,3964,90,0.837,0.114,1
7297,M,College,Single,$80K - $120K,Silver,3,2,2,904,0.726,3910,68,0.659,0.026,1
7298,M,Graduate,Single,$60K - $80K,Blue,4,2,2,0,0.676,1304,24,0.846,0.0,1
7299,F,Post-Graduate,Married,Less than $40K,Blue,3,1,3,1879,0.888,4153,79,0.795,0.736,1
7300,F,Graduate,Married,Less than $40K,Blue,4,1,2,1037,0.504,4483,72,0.5,0.453,1
7301,M,Unknown,Single,$40K - $60K,Blue,3,1,4,1721,0.896,1896,50,1.5,0.377,1
7302,M,Uneducated,Single,$120K +,Blue,6,3,2,1932,0.804,2602,51,0.545,0.274,1
7303,M,High School,Single,$80K - $120K,Gold,5,2,6,0,0.969,8480,71,0.821,0.0,0
7304,F,Unknown,Married,Unknown,Silver,2,2,2,0,0.91,7432,64,0.641,0.0,0
7305,F,High School,Single,$40K - $60K,Blue,4,1,2,919,0.712,4555,82,1.0,0.417,1
7306,M,High School,Single,$80K - $120K,Blue,4,3,5,0,0.618,2607,41,0.367,0.0,0
7307,M,Unknown,Single,$40K - $60K,Silver,3,4,4,0,0.552,1898,42,0.556,0.0,0
7308,M,Uneducated,Married,$120K +,Blue,2,1,2,1800,0.786,14229,120,0.69,0.274,1
7309,F,College,Divorced,Unknown,Blue,5,3,2,1488,0.587,4865,87,0.891,0.125,1
7310,F,Uneducated,Single,$40K - $60K,Blue,1,3,3,0,0.785,14802,95,0.667,0.0,1
7311,F,High School,Married,Less than $40K,Blue,4,2,2,2208,0.877,4491,68,0.744,0.785,1
7312,F,Graduate,Single,Less than $40K,Blue,6,3,4,0,0.538,5004,65,0.806,0.0,1
7313,F,Unknown,Married,Unknown,Blue,2,3,1,756,0.446,4501,96,0.714,0.224,1
7314,M,Unknown,Single,$40K - $60K,Blue,1,2,1,1514,0.846,13803,100,0.695,0.468,1
7315,M,High School,Married,$80K - $120K,Blue,5,2,3,2138,0.716,4370,83,0.886,0.266,1
7316,M,High School,Single,$60K - $80K,Blue,4,3,1,0,0.791,2536,45,0.364,0.0,0
7317,M,Uneducated,Married,$80K - $120K,Blue,6,1,2,926,0.622,4549,68,0.659,0.032,1
7318,M,College,Married,$80K - $120K,Blue,5,2,2,1805,0.65,3981,65,0.667,0.082,1
7319,F,Unknown,Married,Less than $40K,Blue,6,5,3,1628,1.314,2853,55,0.667,0.584,1
7320,F,Graduate,Single,$40K - $60K,Blue,5,1,3,869,0.791,4124,59,0.967,0.604,1
7321,F,Uneducated,Single,Less than $40K,Blue,5,3,3,1490,0.747,3778,64,0.684,0.608,1
7322,M,Unknown,Married,$80K - $120K,Silver,6,6,1,1473,0.642,4254,73,0.587,0.043,1
7323,F,Graduate,Single,$40K - $60K,Blue,4,5,3,1546,1.135,3043,53,1.038,0.443,1
7324,F,Graduate,Married,Less than $40K,Blue,6,3,2,0,0.844,1099,27,0.588,0.0,1
7325,F,Graduate,Single,$40K - $60K,Blue,5,3,3,1328,0.722,2740,62,0.512,0.426,1
7326,F,Uneducated,Married,Less than $40K,Blue,1,3,2,1802,0.762,5199,73,0.738,0.978,1
7327,M,Uneducated,Married,$60K - $80K,Blue,1,1,2,2517,0.676,7370,96,0.627,0.107,1
7328,F,Graduate,Unknown,Less than $40K,Blue,6,4,2,2200,0.678,1052,32,0.6,0.667,1
7329,M,Graduate,Married,$80K - $120K,Blue,3,3,3,1372,0.896,1794,31,1.385,0.171,1
7330,M,Post-Graduate,Divorced,$60K - $80K,Blue,6,3,0,1577,0.657,1554,26,0.444,0.275,1
7331,F,Graduate,Married,Unknown,Blue,3,4,3,1836,0.432,1552,32,0.185,0.14,0
7332,F,Graduate,Single,$40K - $60K,Blue,6,3,4,1101,0.713,2152,50,0.471,0.67,1
7333,M,Unknown,Married,$60K - $80K,Blue,4,1,1,1586,0.921,4309,77,0.711,0.158,1
7334,F,Graduate,Single,Less than $40K,Blue,4,5,1,1931,0.69,4944,78,0.66,0.845,1
7335,M,Graduate,Single,$80K - $120K,Blue,5,1,3,1516,0.872,4150,75,0.744,0.772,1
7336,M,High School,Single,$60K - $80K,Silver,5,2,3,0,0.74,3925,88,0.833,0.0,1
7337,F,Doctorate,Married,Less than $40K,Blue,3,3,2,1148,0.872,4418,80,0.818,0.484,1
7338,M,Unknown,Single,Less than $40K,Blue,4,2,3,2517,0.619,1909,28,0.474,0.852,0
7339,F,Unknown,Single,Less than $40K,Blue,2,1,2,0,0.782,13339,90,0.698,0.0,1
7340,F,Unknown,Married,Less than $40K,Blue,5,6,1,1616,0.669,4237,87,0.706,0.597,1
7341,M,Graduate,Single,$60K - $80K,Blue,6,3,2,788,0.741,4297,65,0.585,0.548,1
7342,F,High School,Married,Unknown,Blue,4,1,2,1965,0.441,1425,32,0.778,0.468,1
7343,F,Doctorate,Single,Less than $40K,Blue,4,3,3,1469,0.716,3709,64,0.684,0.648,1
7344,M,High School,Single,$80K - $120K,Gold,3,2,2,2113,0.618,1362,31,1.214,0.061,1
7345,F,College,Single,Less than $40K,Blue,4,1,3,0,0.513,4424,81,0.723,0.0,1
7346,F,Post-Graduate,Single,$40K - $60K,Blue,3,4,2,1629,0.706,4912,82,0.783,0.341,1
7347,M,Graduate,Married,$60K - $80K,Blue,3,2,2,0,0.637,4591,85,0.771,0.0,1
7348,M,Uneducated,Unknown,$120K +,Blue,4,2,2,1257,0.724,3819,76,0.617,0.06,1
7349,M,Unknown,Married,Less than $40K,Blue,2,3,0,0,0.697,15495,112,0.778,0.0,1
7350,F,Doctorate,Single,Unknown,Blue,6,3,1,683,0.593,4321,58,0.812,0.324,1
7351,F,Unknown,Divorced,Unknown,Blue,2,2,2,1555,1.001,16033,116,0.812,0.082,1
7352,F,College,Married,$40K - $60K,Blue,2,1,1,1144,0.772,4505,85,1.179,0.497,1
7353,F,High School,Unknown,Less than $40K,Blue,6,2,1,2269,0.881,5298,79,0.837,0.871,1
7354,F,Post-Graduate,Married,Less than $40K,Blue,5,3,3,0,0.686,2622,70,0.628,0.0,0
7355,F,Unknown,Single,Less than $40K,Blue,4,2,3,1235,1.485,1337,29,1.071,0.593,1
7356,M,Doctorate,Single,Unknown,Blue,3,2,4,1192,0.745,3142,62,0.824,0.063,1
7357,F,High School,Single,Less than $40K,Blue,4,1,2,0,0.481,1265,38,0.462,0.0,1
7358,F,College,Divorced,Unknown,Blue,5,2,4,0,0.483,3658,66,0.65,0.0,1
7359,M,College,Married,$60K - $80K,Blue,4,6,4,0,0.954,1960,48,0.6,0.0,1
7360,M,High School,Married,$80K - $120K,Blue,6,2,0,0,0.89,2932,44,0.913,0.0,0
7361,F,Unknown,Divorced,Less than $40K,Silver,1,1,3,866,0.81,8998,102,0.672,0.065,1
7362,F,College,Married,Unknown,Blue,5,3,2,1841,0.534,5112,87,0.706,0.407,1
7363,F,High School,Single,Unknown,Blue,4,1,2,1157,0.668,4108,82,0.745,0.09,1
7364,M,Doctorate,Single,$60K - $80K,Blue,6,1,3,1527,0.664,3730,67,0.718,0.132,1
7365,F,Unknown,Unknown,$40K - $60K,Blue,3,2,2,1651,1.1,4351,86,0.83,0.664,1
7366,F,Graduate,Married,$40K - $60K,Blue,3,4,2,0,0.763,2258,37,0.609,0.0,0
7367,F,Unknown,Married,$40K - $60K,Blue,2,2,2,1395,0.528,4498,85,0.7,0.536,1
7368,F,Unknown,Married,$40K - $60K,Blue,4,2,2,2400,1.296,1557,25,1.778,0.81,1
7369,F,High School,Married,$40K - $60K,Blue,6,2,3,1936,0.861,4244,53,0.656,0.672,1
7370,F,High School,Single,Unknown,Blue,4,3,3,1460,0.98,2243,38,0.462,0.481,1
7371,M,Doctorate,Single,$80K - $120K,Blue,6,1,2,1741,0.669,4488,73,0.825,0.616,1
7372,F,Graduate,Unknown,Less than $40K,Blue,6,1,3,1911,0.831,4816,79,0.881,0.721,1
7373,F,High School,Married,Less than $40K,Blue,5,2,3,0,0.467,4041,66,0.571,0.0,1
7374,M,Post-Graduate,Unknown,$120K +,Blue,3,1,4,1305,0.668,4313,67,0.914,0.083,1
7375,F,Graduate,Married,Less than $40K,Blue,1,2,2,1462,0.718,4509,71,0.732,0.484,1
7376,M,College,Married,$80K - $120K,Blue,6,1,3,0,0.559,4503,77,0.674,0.0,1
7377,M,High School,Married,$60K - $80K,Blue,6,6,3,1087,0.974,4537,75,1.273,0.124,1
7378,F,Graduate,Single,Less than $40K,Blue,4,1,4,1192,0.687,5244,75,0.471,0.177,1
7379,M,Unknown,Divorced,$80K - $120K,Blue,6,3,2,1781,0.565,2763,62,0.879,0.151,1
7380,F,College,Married,Unknown,Blue,6,2,4,1769,0.767,4717,83,0.804,0.784,1
7381,M,College,Single,$80K - $120K,Silver,1,3,3,0,1.492,2534,43,0.433,0.0,0
7382,F,Uneducated,Single,Less than $40K,Blue,6,2,2,1135,0.754,5056,85,0.809,0.694,1
7383,M,College,Divorced,$60K - $80K,Blue,5,1,0,1186,1.689,2560,42,1.211,0.114,1
7384,F,High School,Married,Less than $40K,Blue,4,2,1,2517,0.733,4985,84,1.0,0.837,1
7385,M,Graduate,Unknown,$80K - $120K,Blue,4,2,4,0,0.596,4839,61,0.649,0.0,1
7386,F,High School,Single,Unknown,Blue,5,0,3,0,0.699,2496,49,0.581,0.0,1
7387,M,High School,Unknown,$40K - $60K,Blue,2,2,3,1434,0.805,4588,77,1.026,0.818,1
7388,M,High School,Married,$60K - $80K,Blue,3,2,2,0,0.703,3776,70,0.944,0.0,1
7389,F,High School,Divorced,Less than $40K,Blue,4,3,0,1729,0.783,4066,63,0.8,0.437,1
7390,M,Uneducated,Single,$80K - $120K,Blue,3,1,2,1414,0.603,3991,76,0.617,0.08,1
7391,F,High School,Single,Less than $40K,Blue,3,2,5,0,0.69,2283,46,0.586,0.0,0
7392,M,High School,Single,$60K - $80K,Silver,5,2,3,0,0.732,3662,81,0.761,0.0,1
7393,F,Graduate,Married,Less than $40K,Blue,4,2,3,685,0.858,3553,63,0.909,0.08,1
7394,M,Graduate,Married,$60K - $80K,Blue,4,3,4,1713,0.657,1952,50,0.667,0.511,1
7395,F,Graduate,Married,Less than $40K,Blue,3,3,2,0,0.61,4957,88,0.872,0.0,1
7396,M,Uneducated,Married,$60K - $80K,Blue,4,3,1,1525,0.874,4495,81,1.025,0.234,1
7397,M,Graduate,Married,$80K - $120K,Blue,1,4,1,2517,0.572,4317,72,0.714,0.817,1
7398,M,Post-Graduate,Single,$60K - $80K,Blue,6,3,2,1482,0.729,4135,76,0.767,0.254,1
7399,M,Graduate,Married,Less than $40K,Blue,3,1,5,0,0.617,14723,96,0.655,0.0,1
7400,F,High School,Single,Less than $40K,Blue,4,2,1,0,0.717,4637,68,0.889,0.0,1
7401,M,Unknown,Single,Less than $40K,Blue,3,2,4,1769,0.825,4423,67,0.763,0.484,1
7402,M,Doctorate,Single,$120K +,Blue,5,1,1,1102,0.823,4478,87,0.673,0.074,1
7403,F,Graduate,Married,Less than $40K,Blue,3,2,2,0,0.603,3764,76,0.52,0.0,1
7404,F,Uneducated,Married,Less than $40K,Blue,5,2,4,1362,1.36,2660,51,0.759,0.205,1
7405,M,Unknown,Married,$60K - $80K,Blue,3,2,2,1572,0.937,3446,56,1.0,0.274,1
7406,M,Uneducated,Single,$120K +,Blue,6,2,3,2517,0.733,2086,44,0.76,0.208,1
7407,F,Unknown,Married,Less than $40K,Blue,5,1,4,1515,0.72,3795,71,0.614,0.638,1
7408,F,College,Single,Less than $40K,Blue,6,2,2,0,0.772,2697,45,0.731,0.0,0
7409,F,Graduate,Single,Unknown,Blue,6,1,2,2337,0.79,4049,71,0.69,0.245,1
7410,M,High School,Single,$80K - $120K,Blue,1,3,2,0,0.544,2387,51,0.5,0.0,0
7411,F,College,Single,Less than $40K,Blue,2,1,3,1627,0.507,3776,70,0.944,0.706,1
7412,F,High School,Married,Less than $40K,Blue,2,3,0,1189,0.698,4544,81,0.929,0.248,1
7413,M,High School,Single,$60K - $80K,Blue,4,2,3,1691,0.534,1388,27,0.929,0.244,1
7414,F,Graduate,Married,Less than $40K,Blue,5,2,4,1245,0.925,4921,90,0.8,0.565,1
7415,M,Unknown,Married,$80K - $120K,Blue,6,3,1,1345,1.061,1562,33,1.2,0.104,1
7416,M,High School,Married,$80K - $120K,Blue,2,3,2,2191,0.682,7886,94,0.679,0.286,1
7417,M,Doctorate,Single,$60K - $80K,Blue,5,1,2,2480,0.435,1409,35,0.167,0.327,1
7418,F,Unknown,Single,Unknown,Blue,6,1,2,0,0.769,4095,65,0.912,0.0,1
7419,F,Unknown,Unknown,$40K - $60K,Blue,6,1,3,1819,0.894,4712,84,0.909,0.518,1
7420,M,High School,Single,$60K - $80K,Blue,6,2,2,1428,0.876,4097,72,0.565,0.45,1
7421,M,College,Single,$80K - $120K,Silver,3,3,1,1278,0.51,4699,73,0.622,0.037,1
7422,M,Uneducated,Single,$60K - $80K,Blue,5,1,4,1920,0.596,4277,66,0.571,0.407,1
7423,F,College,Married,$40K - $60K,Blue,2,2,1,603,0.692,4556,81,0.473,0.173,1
7424,M,Graduate,Married,$60K - $80K,Blue,3,2,0,967,0.701,1526,45,0.8,0.177,1
7425,M,Uneducated,Single,$80K - $120K,Blue,2,2,3,0,0.795,13264,120,0.667,0.0,1
7426,F,Uneducated,Married,Less than $40K,Blue,5,4,2,1158,0.476,1809,41,0.464,0.436,1
7427,F,Unknown,Single,Less than $40K,Blue,4,2,2,926,0.785,4997,79,0.927,0.596,1
7428,F,Uneducated,Married,Less than $40K,Blue,3,3,1,0,0.749,5108,87,0.74,0.0,1
7429,F,Graduate,Married,$40K - $60K,Blue,4,2,1,2473,0.895,4589,69,1.029,0.736,1
7430,F,Uneducated,Divorced,$40K - $60K,Blue,5,3,2,1525,0.855,4671,69,0.816,0.776,1
7431,F,Post-Graduate,Married,Less than $40K,Blue,3,3,0,941,0.975,4858,73,0.738,0.447,1
7432,M,College,Single,$60K - $80K,Blue,1,3,3,1734,0.753,13345,106,0.893,0.414,1
7433,F,Uneducated,Single,Less than $40K,Blue,6,1,2,1618,0.587,4237,79,0.681,0.602,1
7434,F,Uneducated,Married,$40K - $60K,Blue,5,3,2,1320,0.658,3967,71,0.69,0.571,1
7435,F,Graduate,Single,Less than $40K,Blue,5,2,3,1327,0.803,2523,71,0.775,0.264,1
7436,M,Uneducated,Married,$40K - $60K,Blue,6,3,2,759,0.858,4446,86,0.72,0.528,1
7437,F,Uneducated,Married,Less than $40K,Blue,4,2,1,0,0.553,1859,43,0.536,0.0,1
7438,F,Doctorate,Married,$40K - $60K,Blue,2,1,1,0,0.712,4462,77,0.638,0.0,1
7439,M,High School,Married,$120K +,Blue,6,5,2,2094,0.648,1205,28,0.867,0.07,1
7440,F,High School,Married,Less than $40K,Blue,6,3,2,1576,0.728,1272,37,1.312,0.678,1
7441,M,Unknown,Unknown,$80K - $120K,Blue,2,1,3,2517,0.951,8102,66,0.886,0.593,0
7442,M,High School,Married,$60K - $80K,Blue,1,3,0,698,0.75,13120,91,0.784,0.051,1
7443,M,Uneducated,Single,$40K - $60K,Blue,3,3,3,997,0.776,1776,36,0.565,0.605,1
7444,F,Unknown,Unknown,Less than $40K,Blue,2,2,2,1967,0.644,14192,115,0.667,0.36,1
7445,M,Graduate,Single,$120K +,Blue,4,3,0,941,0.721,4190,81,1.025,0.097,1
7446,M,Graduate,Single,$40K - $60K,Blue,2,3,3,0,0.963,8753,76,0.949,0.0,0
7447,M,College,Married,$80K - $120K,Blue,3,2,2,2517,0.409,2188,50,0.389,0.83,0
7448,F,Uneducated,Single,Less than $40K,Blue,4,4,2,1487,0.738,3333,66,1.0,0.842,1
7449,F,Uneducated,Divorced,Less than $40K,Blue,5,3,3,2049,0.69,4421,74,0.51,0.825,1
7450,F,High School,Married,Unknown,Blue,3,2,1,0,0.815,4346,90,0.915,0.0,1
7451,M,Graduate,Single,$60K - $80K,Blue,2,1,1,993,0.507,4828,82,0.64,0.136,1
7452,M,Doctorate,Married,$120K +,Blue,3,2,5,862,1.057,2781,74,0.682,0.278,1
7453,F,High School,Married,Unknown,Blue,3,3,4,1212,0.542,1260,32,0.524,0.076,1
7454,M,Uneducated,Married,$60K - $80K,Blue,5,3,3,2371,0.969,4416,83,0.844,0.799,1
7455,F,Graduate,Married,Unknown,Blue,3,3,2,1576,0.494,2041,57,0.9,0.585,0
7456,F,Graduate,Unknown,Less than $40K,Blue,6,3,2,0,0.749,2646,39,0.444,0.0,0
7457,M,College,Single,$80K - $120K,Blue,1,3,1,1228,0.747,7854,89,0.648,0.036,1
7458,M,Unknown,Married,$60K - $80K,Blue,4,2,2,1463,0.635,1599,36,0.565,0.098,1
7459,M,Graduate,Single,$80K - $120K,Blue,6,3,3,1677,1.524,1441,32,0.882,0.144,1
7460,M,Graduate,Married,$120K +,Blue,4,3,2,1412,0.677,1930,36,0.636,0.095,1
7461,F,Graduate,Unknown,Unknown,Blue,5,1,3,0,0.852,4943,70,0.795,0.0,1
7462,F,High School,Married,Less than $40K,Blue,4,3,3,1152,0.969,1737,26,1.6,0.489,1
7463,F,College,Married,$40K - $60K,Blue,3,2,0,0,0.896,4457,79,0.927,0.0,1
7464,F,Graduate,Single,Less than $40K,Blue,4,2,3,1289,0.911,4813,84,0.867,0.728,1
7465,M,Graduate,Married,$40K - $60K,Blue,4,2,0,1387,0.72,4269,92,0.614,0.132,1
7466,F,Uneducated,Married,Unknown,Blue,5,5,3,0,0.718,4597,89,0.679,0.0,1
7467,F,High School,Single,Unknown,Blue,5,1,4,792,0.667,2154,61,0.525,0.066,1
7468,F,Graduate,Married,Less than $40K,Blue,4,3,2,1208,0.569,1345,28,0.647,0.56,1
7469,M,Unknown,Married,Less than $40K,Blue,4,1,3,734,1.072,2169,38,0.652,0.084,1
7470,F,Graduate,Single,Unknown,Blue,2,2,3,0,0.886,4755,88,0.725,0.0,1
7471,M,High School,Single,$80K - $120K,Blue,5,3,3,0,0.74,4749,82,0.864,0.0,1
7472,F,Unknown,Single,Less than $40K,Blue,4,1,1,1507,0.636,3655,70,0.667,0.708,1
7473,F,College,Single,Less than $40K,Blue,4,2,3,1557,0.775,4571,85,0.848,0.726,1
7474,F,Unknown,Single,Less than $40K,Blue,3,2,1,621,0.826,4860,68,0.7,0.429,1
7475,M,Unknown,Single,$120K +,Blue,6,2,3,0,0.676,4167,74,0.644,0.0,1
7476,M,Uneducated,Married,$80K - $120K,Blue,6,2,2,1204,0.575,4650,70,0.556,0.087,1
7477,M,Graduate,Married,$120K +,Blue,4,2,3,1292,0.442,5080,85,0.491,0.069,1
7478,F,High School,Single,Less than $40K,Blue,6,2,3,1429,0.777,4258,77,0.75,0.863,1
7479,M,Graduate,Married,$60K - $80K,Blue,6,3,0,0,0.865,1283,28,1.154,0.0,1
7480,M,High School,Married,$60K - $80K,Blue,4,3,5,0,0.642,2203,41,0.519,0.0,0
7481,F,Uneducated,Single,Less than $40K,Blue,5,3,2,2018,0.648,1739,35,0.667,0.915,1
7482,F,High School,Married,Less than $40K,Silver,5,2,2,1149,0.76,1964,44,0.467,0.114,1
7483,M,Uneducated,Single,$80K - $120K,Blue,4,3,2,850,0.926,4400,71,1.088,0.026,1
7484,F,Graduate,Single,Less than $40K,Blue,1,3,2,2517,0.879,9195,73,0.825,0.454,0
7485,M,Unknown,Married,$40K - $60K,Blue,4,2,1,1706,0.793,3965,57,1.111,0.673,1
7486,F,Unknown,Married,Less than $40K,Blue,5,2,2,1381,0.794,2002,60,0.429,0.515,1
7487,M,High School,Married,$120K +,Blue,3,2,3,889,0.559,5078,91,0.685,0.169,1
7488,F,High School,Married,Unknown,Blue,2,1,2,2517,0.612,5034,79,0.681,0.718,1
7489,F,Graduate,Single,Unknown,Blue,3,3,1,1504,0.679,4778,88,0.956,0.18,1
7490,M,Graduate,Married,$60K - $80K,Blue,3,3,2,1311,0.704,1649,59,0.513,0.134,1
7491,F,High School,Single,$40K - $60K,Blue,5,3,3,1335,0.714,4144,79,0.756,0.301,1
7492,F,Graduate,Single,Less than $40K,Blue,1,1,3,0,0.836,8286,65,0.857,0.0,0
7493,M,Graduate,Married,$60K - $80K,Blue,2,2,2,0,0.679,7517,76,0.617,0.0,1
7494,F,High School,Married,Less than $40K,Blue,6,2,2,1397,0.62,1755,39,0.5,0.643,1
7495,M,College,Divorced,$40K - $60K,Blue,3,2,3,710,0.951,2920,46,1.421,0.369,1
7496,F,Unknown,Married,Less than $40K,Blue,1,2,1,2517,0.765,4682,77,0.711,0.495,1
7497,F,Unknown,Single,Less than $40K,Blue,3,1,1,2517,0.86,2440,44,0.76,0.446,0
7498,M,Graduate,Single,Less than $40K,Silver,1,1,3,1413,0.621,13849,128,0.882,0.101,1
7499,M,High School,Married,$80K - $120K,Blue,6,2,2,0,0.605,4426,91,0.784,0.0,1
7500,F,Doctorate,Married,$40K - $60K,Blue,2,3,2,0,0.838,2584,42,0.448,0.0,0
7501,M,High School,Divorced,$80K - $120K,Blue,4,3,2,1898,1.042,1448,30,2.0,0.616,1
7502,F,High School,Married,Less than $40K,Blue,1,3,4,0,0.814,2418,57,0.781,0.0,0
7503,M,Graduate,Married,$80K - $120K,Blue,1,4,1,0,0.751,14948,125,0.866,0.0,1
7504,F,College,Single,$40K - $60K,Blue,6,3,1,0,0.704,4152,77,0.54,0.0,1
7505,M,High School,Unknown,Less than $40K,Blue,3,1,1,1092,0.757,4434,81,0.62,0.178,1
7506,F,College,Single,Less than $40K,Blue,3,2,4,916,0.632,4295,72,0.532,0.369,1
7507,M,Uneducated,Single,Less than $40K,Blue,4,4,4,451,0.837,2192,36,0.44,0.202,1
7508,F,High School,Married,Less than $40K,Blue,4,3,1,1299,0.938,5026,77,0.711,0.593,1
7509,M,Post-Graduate,Married,$40K - $60K,Blue,4,1,2,701,0.654,15559,120,0.739,0.192,1
7510,F,High School,Single,Less than $40K,Blue,5,1,3,0,0.79,2075,66,0.692,0.0,1
7511,M,Graduate,Married,$80K - $120K,Blue,3,1,4,2517,1.541,1578,34,0.7,0.678,1
7512,F,Graduate,Single,Less than $40K,Blue,6,2,2,1747,0.924,5216,87,0.891,0.878,1
7513,F,High School,Married,Unknown,Blue,4,2,1,2072,0.983,2320,51,0.594,0.179,1
7514,F,Graduate,Married,Unknown,Blue,3,2,0,1123,0.938,1556,40,0.538,0.231,1
7515,F,Graduate,Unknown,Less than $40K,Blue,6,2,3,1059,0.764,4880,79,0.795,0.62,1
7516,M,Unknown,Married,$60K - $80K,Blue,6,2,4,1826,1.011,1715,35,1.188,0.35,1
7517,F,Uneducated,Married,Less than $40K,Blue,3,1,3,1836,0.766,1164,43,0.593,0.339,1
7518,M,Uneducated,Married,$60K - $80K,Blue,5,3,2,1044,1.08,1248,27,0.688,0.06,1
7519,F,Graduate,Married,$40K - $60K,Blue,6,1,1,2517,1.117,4794,71,0.69,0.408,1
7520,F,Doctorate,Married,Unknown,Blue,5,2,4,1775,0.729,3939,69,0.533,0.205,1
7521,F,High School,Married,$40K - $60K,Silver,2,2,2,1568,0.688,8443,97,0.865,0.083,1
7522,M,Graduate,Married,$120K +,Blue,2,2,1,1143,0.785,8000,96,0.412,0.197,1
7523,F,Graduate,Married,$40K - $60K,Blue,5,3,1,1663,0.645,4569,70,0.667,0.694,1
7524,F,High School,Single,Unknown,Blue,2,2,1,0,0.645,13854,124,0.797,0.0,1
7525,F,High School,Married,Less than $40K,Blue,4,3,2,1358,0.657,3988,81,0.688,0.427,1
7526,M,Unknown,Single,$80K - $120K,Blue,3,3,3,1834,0.769,12841,100,0.786,0.067,1
7527,F,Graduate,Married,Less than $40K,Blue,4,2,4,739,0.727,4078,77,0.54,0.514,1
7528,F,Graduate,Divorced,$40K - $60K,Blue,1,3,1,2517,0.632,2414,28,0.273,0.243,0
7529,M,Uneducated,Single,$80K - $120K,Blue,6,3,2,1757,0.786,4223,81,0.653,0.051,1
7530,F,High School,Single,Less than $40K,Blue,3,2,2,2352,0.779,16423,109,0.758,0.595,1
7531,M,Graduate,Single,$120K +,Blue,2,1,2,0,1.056,4800,53,0.395,0.0,0
7532,F,Graduate,Divorced,Less than $40K,Blue,5,1,4,2024,0.667,3495,64,0.882,0.513,1
7533,F,Uneducated,Divorced,Unknown,Blue,4,3,3,0,0.854,2466,40,0.538,0.0,0
7534,F,Unknown,Single,Unknown,Blue,3,2,2,1945,1.487,3676,77,1.139,0.234,1
7535,F,Unknown,Married,Less than $40K,Blue,5,2,3,1307,0.617,3946,69,0.683,0.392,1
7536,M,Uneducated,Married,$80K - $120K,Blue,4,2,2,1425,1.505,2555,44,0.833,0.375,1
7537,M,Unknown,Unknown,$80K - $120K,Blue,6,2,1,0,0.808,3839,73,0.78,0.0,1
7538,F,High School,Married,Less than $40K,Blue,3,3,4,940,0.813,2584,49,0.441,0.337,0
7539,M,High School,Single,$60K - $80K,Blue,3,2,3,2517,0.59,2927,73,1.212,0.256,1
7540,M,Unknown,Single,$120K +,Silver,2,2,2,585,0.875,13534,104,0.825,0.017,1
7541,F,Graduate,Married,Unknown,Blue,3,3,4,1600,0.63,1754,44,0.692,0.156,1
